TradeYear,Y,Size,Tenure,Distance,RoomNumber,Youseki,Reform
2024,16.300417207752275,35,50,12,1,400,1
2024,16.951004773893423,60,42,19,3,200,0
2024,16.300417207752275,50,24,16,2,300,0
2024,17.37085861945369,55,29,11,3,200,1
2024,15.424948470398375,30,50,12,1,400,0
2024,16.300417207752275,55,30,14,2,200,0
2024,16.860032995687696,60,33,14,3,200,1
2024,17.37085861945369,25,50,12,2,400,0
2024,16.99356438831222,65,47,19,3,200,1
2024,17.216707939626428,55,24,16,2,300,1
2024,16.38045991542581,50,33,13,3,400,0
2019,16.70588231586044,50,33,19,3,200,1
2019,16.588099280204055,60,19,16,3,300,0
2019,16.759949537130716,60,24,18,3,200,0
2019,14.978661367769956,25,45,12,1,400,0
2019,16.38045991542581,60,37,19,3,200,0
2019,17.216707939626428,20,28,10,1,400,0
2024,17.72753356339242,75,20,2,3,300,0
2024,17.958645284355807,90,12,4,4,300,0
2019,17.034386382832476,60,36,3,3,200,1
2019,17.45309671769066,70,4,3,3,200,0
2024,17.47907220409392,55,30,4,2,300,1
2024,17.111347423968603,50,29,6,2,400,0
2024,17.14771506813948,60,18,9,3,300,1
2024,17.281246460764002,55,30,4,3,300,1
2024,17.665658159674333,70,6,7,3,300,0
2019,17.111347423968603,60,13,9,2,300,1
2019,17.073607095985757,50,25,4,2,300,1
2019,17.399029496420383,60,4,7,3,300,0
2019,17.4264284706085,65,2,10,3,300,0
2024,16.90655301132259,55,46,2,1,400,1
2024,16.860032995687696,55,32,13,3,300,0
2024,17.529082624668582,95,21,15,4,200,0
2024,17.45309671769066,70,20,16,3,300,1
2019,17.034386382832476,65,16,13,3,200,0
2024,16.860032995687696,20,17,6,1,200,0
2024,16.90655301132259,25,17,6,1,200,0
2024,16.951004773893423,25,8,14,1,300,1
2024,17.216707939626428,45,8,6,1,200,0
2024,16.99356438831222,60,45,4,3,200,1
2024,17.034386382832476,35,8,10,1,300,0
2019,17.37085861945369,75,12,1,4,400,0
2019,16.860032995687696,70,27,8,3,300,0
2019,16.70588231586044,55,18,7,3,300,0
2019,17.034386382832476,75,11,14,3,200,0
2024,17.111347423968603,65,16,19,3,300,0
2024,17.14771506813948,60,29,12,3,200,1
2019,16.454567887579532,60,24,12,3,200,0
2019,16.70588231586044,60,23,13,3,300,0
2019,17.034386382832476,65,18,13,3,200,1
2024,16.454567887579532,55,49,19,2,400,1
2024,16.11809565095832,55,49,19,2,400,0
2024,16.951004773893423,60,34,15,2,400,1
2024,15.761420707019587,35,44,14,3,400,0
2024,17.111347423968603,60,24,18,3,400,1
2024,17.111347423968603,85,34,15,3,400,0
2019,16.454567887579532,45,39,14,3,400,1
2024,15.068273526459642,35,43,7,2,400,0
2024,17.686711568872166,80,18,6,3,200,0
2024,15.687312734865866,15,37,11,1,200,1
2024,16.213405830762646,50,34,15,3,200,0
2024,16.300417207752275,35,43,7,2,400,0
2024,16.00156183470237,35,43,7,2,400,0
2024,17.37085861945369,65,17,14,3,200,1
2024,17.216707939626428,25,5,10,1,400,1
2024,17.073607095985757,55,33,11,2,400,0
2024,17.72753356339242,85,16,18,2,300,0
2019,17.686711568872166,95,11,19,4,300,0
2019,16.588099280204055,50,21,11,3,200,0
2019,17.529082624668582,85,11,19,3,300,0
2019,16.523560759066484,50,40,19,3,200,1
2019,15.38412647587812,50,40,19,3,200,0
2019,15.732433170146335,20,28,14,1,200,0
2024,17.50439001207821,35,3,12,1,300,0
2019,16.523560759066484,50,29,9,2,200,0
2024,18.337299135013314,65,3,5,1,400,0
2024,17.50439001207821,40,18,7,1,600,0
2024,17.24949776244942,50,35,13,3,600,1
2024,17.72753356339242,50,29,2,3,400,0
2024,17.073607095985757,20,6,6,1,300,0
2024,17.909855120186375,60,18,7,3,600,1
2024,16.454567887579532,20,32,3,1,400,0
2019,18.078190435005588,65,0,5,3,400,0
2019,17.37085861945369,25,0,4,1,400,1
2019,17.858561825798823,55,0,5,1,400,0
2019,18.09217667698033,70,0,3,3,400,0
2019,18.222229805228526,70,0,3,2,400,0
2019,18.172219384653864,70,0,5,3,400,0
2019,17.281246460764002,50,28,11,3,300,1
2019,16.951004773893423,45,30,9,2,600,0
2019,17.858561825798823,55,0,3,1,400,0
2019,18.51599092375669,80,0,3,3,400,1
2019,17.875953568510692,55,0,3,2,400,0
2019,18.234351165760874,70,0,3,3,400,0
2019,18.197537192638155,70,0,3,3,400,0
2019,17.893048001869992,55,0,5,2,400,0
2019,18.0051652999907,60,0,5,2,400,0
2019,18.146243898250606,70,0,4,3,400,0
2019,18.420680743952367,80,0,4,2,400,0
2019,17.926384422137584,55,0,5,2,400,0
2019,18.119575651168443,70,0,3,3,400,0
2019,18.258161814454592,70,0,5,3,400,0
2019,18.119575651168443,70,0,3,3,400,0
2019,17.942644943009366,55,0,4,2,400,0
2019,18.951308995014536,105,0,3,3,400,0
2019,18.51599092375669,80,0,4,3,400,0
2024,17.858561825798823,70,15,4,3,400,0
2024,18.119575651168443,90,15,4,4,400,0
2024,17.14771506813948,50,49,12,2,200,1
2024,17.909855120186375,90,35,2,3,400,1
2024,17.942644943009366,80,15,4,3,400,0
2019,17.822843743196746,75,10,4,3,400,0
2019,17.111347423968603,65,29,4,2,200,0
2019,17.599700191882537,70,10,4,3,400,0
2019,17.24949776244942,55,10,4,1,400,1
2019,17.785802471516394,75,10,4,1,400,0
2019,17.553180176247643,80,30,2,4,400,0
2019,17.4264284706085,95,29,4,4,200,0
2024,17.553180176247643,80,24,2,3,200,1
2024,18.02020317735524,65,21,5,3,300,1
2024,17.785802471516394,75,18,5,2,300,1
2024,17.553180176247643,55,16,2,2,300,0
2024,17.926384422137584,75,21,2,3,300,1
2024,18.02020317735524,80,16,2,4,300,0
2024,17.909855120186375,75,16,3,3,300,0
2019,17.686711568872166,70,11,2,3,400,0
2024,16.951004773893423,20,6,8,1,300,0
2024,17.942644943009366,75,10,8,3,400,0
2024,17.875953568510692,75,18,6,3,400,1
2024,17.281246460764002,55,28,11,3,400,0
2024,16.90655301132259,20,9,6,1,300,0
2024,17.182806387950748,25,4,3,1,300,0
2024,17.47907220409392,55,37,3,1,300,0
2019,17.553180176247643,65,13,5,3,400,0
2024,16.951004773893423,20,9,8,1,600,0
2024,16.99356438831222,20,9,8,1,600,0
2024,16.045524958123483,15,36,11,1,300,0
2024,17.47907220409392,60,15,10,1,600,0
2024,17.182806387950748,45,33,12,2,300,1
2024,17.073607095985757,20,7,8,1,600,0
2024,17.50439001207821,60,22,12,3,300,0
2019,17.14771506813948,60,17,10,3,300,0
2019,15.89495209964411,20,30,8,1,600,0
2024,17.553180176247643,65,21,14,3,200,1
2024,16.38045991542581,30,49,19,1,200,1
2024,17.576710673657836,75,21,14,3,200,0
2024,17.576710673657836,55,15,10,2,200,0
2019,17.341871082580436,55,28,13,3,200,1
2024,17.399029496420383,60,45,8,3,200,1
2024,17.840862248699423,65,24,6,3,200,1
2024,17.529082624668582,70,44,8,3,200,1
2024,17.665658159674333,80,24,6,3,200,0
2019,16.99356438831222,25,4,3,1,400,0
2024,17.926384422137584,50,1,12,2,500,0
2024,17.665658159674333,70,27,8,3,600,1
2024,17.858561825798823,65,18,9,3,600,1
2019,17.37085861945369,50,13,9,2,600,1
2024,17.98989782785991,60,5,8,2,400,0
2024,16.90655301132259,20,16,8,1,600,0
2024,17.45309671769066,30,8,5,1,400,0
2024,16.99356438831222,20,10,3,1,500,0
2024,16.90655301132259,20,16,6,1,600,0
2024,16.70588231586044,45,46,6,2,600,0
2024,17.785802471516394,70,12,3,3,300,0
2024,17.909855120186375,75,12,3,3,300,0
2019,17.665658159674333,70,4,3,3,300,0
2024,17.24949776244942,25,1,9,1,300,0
2019,17.111347423968603,25,1,11,1,300,0
2019,16.11809565095832,45,41,19,2,400,0
2024,16.759949537130716,45,52,9,1,300,1
2024,17.37085861945369,50,4,3,1,500,0
2024,16.759949537130716,45,52,9,1,300,1
2019,16.64872390202049,60,23,10,3,300,0
2019,16.99356438831222,70,23,10,3,300,0
2024,17.37085861945369,60,21,14,3,300,1
2024,17.034386382832476,45,34,11,2,200,1
2024,17.529082624668582,70,16,13,3,300,1
2024,17.529082624668582,75,16,11,3,300,0
2019,16.64872390202049,65,33,18,3,200,0
2019,17.312018119430753,65,6,13,3,400,0
2019,16.70588231586044,60,24,12,3,300,0
2024,17.216707939626428,60,37,11,3,200,1
2024,16.90655301132259,55,48,12,3,200,1
2024,17.72753356339242,80,23,9,4,200,0
2024,16.300417207752275,50,44,14,2,200,0
2024,17.034386382832476,60,44,14,3,200,1
2024,17.216707939626428,75,42,12,3,200,1
2024,17.529082624668582,70,20,13,2,200,1
2024,16.811242831518264,55,48,12,3,200,1
2024,16.70588231586044,60,44,14,3,200,0
2024,16.811242831518264,55,32,9,2,200,0
2024,16.860032995687696,65,32,9,3,200,1
2019,16.588099280204055,60,32,11,3,200,0
2019,16.860032995687696,55,43,12,3,200,1
2019,16.90655301132259,45,25,14,3,300,1
2024,17.341871082580436,50,30,15,2,300,1
2024,16.759949537130716,40,37,15,1,300,1
2024,17.622173047734595,70,17,16,3,300,0
2019,17.111347423968603,60,12,16,3,300,0
2024,16.045524958123483,20,36,12,1,300,0
2024,16.38045991542581,35,50,11,2,400,0
2024,16.811242831518264,60,38,10,3,400,0
2019,16.588099280204055,35,45,11,2,400,0
2019,17.24949776244942,70,11,10,3,300,0
2019,17.14771506813948,60,33,10,2,400,1
2019,16.64872390202049,55,36,9,3,300,0
2019,16.759949537130716,55,26,8,3,300,1
2019,17.111347423968603,60,27,8,2,300,1
2019,17.14771506813948,60,11,14,3,300,0
2024,17.399029496420383,70,15,2,2,400,0
2024,17.24949776244942,55,15,14,2,400,1
2019,16.588099280204055,25,5,1,1,400,0
2019,16.523560759066484,25,5,1,1,400,0
2024,17.14771506813948,35,4,14,1,400,0
2024,16.38045991542581,55,46,12,2,200,0
2024,17.926384422137584,65,7,5,3,300,0
2024,17.858561825798823,75,19,7,3,200,0
2024,17.4264284706085,55,29,6,2,300,0
2024,16.64872390202049,70,47,14,3,400,0
2024,17.341871082580436,60,33,11,3,200,1
2024,17.576710673657836,65,19,8,3,400,0
2024,17.14771506813948,55,29,6,3,300,0
2019,17.182806387950748,25,0,5,1,400,0
2019,17.182806387950748,25,1,5,1,400,0
2019,17.182806387950748,25,1,5,1,400,0
2019,17.14771506813948,25,0,5,1,400,0
2019,17.182806387950748,25,0,5,1,400,1
2019,17.182806387950748,25,0,5,1,400,0
2019,17.622173047734595,75,14,10,3,200,0
2019,17.45309671769066,60,24,5,3,300,1
2019,17.686711568872166,65,2,5,3,300,0
2019,17.399029496420383,70,14,10,3,200,1
2019,16.99356438831222,55,24,11,2,200,0
2019,17.14771506813948,60,26,12,2,200,1
2019,16.99356438831222,65,21,6,3,400,0
2024,17.034386382832476,20,8,6,1,200,0
2024,16.860032995687696,20,8,6,1,200,1
2019,16.90655301132259,20,3,6,1,200,0
2024,17.576710673657836,80,37,8,4,200,1
2019,17.216707939626428,65,21,7,3,300,1
2024,17.45309671769066,65,25,4,3,300,1
2024,15.64005985001532,15,36,5,1,400,0
2024,17.50439001207821,70,16,1,3,400,0
2019,16.454567887579532,80,27,10,3,300,0
2019,16.523560759066484,60,21,14,3,300,0
2024,17.216707939626428,60,30,5,2,300,1
2019,17.312018119430753,70,4,12,3,300,0
2019,17.111347423968603,65,21,9,3,300,1
2019,17.281246460764002,70,6,13,2,200,0
2019,17.312018119430753,70,4,12,3,300,1
2024,17.37085861945369,50,13,4,1,400,0
2019,17.576710673657836,70,11,5,3,300,0
2019,17.686711568872166,65,5,4,3,200,0
2024,17.111347423968603,25,9,2,1,400,0
2024,17.111347423968603,25,9,3,1,400,0
2024,17.111347423968603,60,42,10,2,200,1
2019,16.300417207752275,25,29,9,2,200,0
2019,16.99356438831222,55,24,13,3,200,0
2019,16.70588231586044,65,14,10,2,300,0
2024,16.90655301132259,45,32,19,2,400,1
2024,17.312018119430753,65,8,16,3,200,1
2019,16.70588231586044,40,20,18,1,200,0
2024,15.250595083253597,40,53,18,2,200,0
2024,17.4264284706085,65,21,13,3,400,1
2024,15.761420707019587,40,53,18,2,200,0
2024,15.761420707019587,40,53,18,2,200,0
2024,16.70588231586044,75,42,19,3,200,1
2024,17.14771506813948,55,29,14,2,200,1
2019,16.300417207752275,50,32,19,3,200,0
2024,16.90655301132259,20,18,5,1,400,0
2024,17.216707939626428,50,32,15,2,300,1
2024,16.951004773893423,25,8,10,1,300,0
2024,16.38045991542581,50,27,12,3,400,0
2024,17.034386382832476,25,8,10,1,300,0
2024,15.250595083253597,15,36,11,1,400,0
2019,17.64415195445337,70,6,9,3,300,0
2019,17.034386382832476,60,27,15,3,300,1
2019,17.111347423968603,60,23,11,3,300,1
2019,16.588099280204055,20,2,14,1,300,0
2019,16.523560759066484,50,27,12,2,300,0
2024,17.47907220409392,60,24,9,3,300,1
2024,17.64415195445337,70,12,9,3,400,1
2019,17.312018119430753,65,5,12,3,300,0
2019,16.70588231586044,50,18,19,1,300,0
2019,16.300417207752275,45,31,17,2,400,0
2019,16.951004773893423,60,12,16,3,400,0
2024,16.99356438831222,65,50,18,3,400,1
2024,17.216707939626428,60,28,19,3,300,1
2019,17.111347423968603,70,13,19,3,200,1
2019,16.300417207752275,50,25,18,3,200,0
2019,16.588099280204055,55,45,18,3,400,1
2019,15.89495209964411,55,45,18,3,400,0
2024,16.90655301132259,75,27,19,3,200,0
2024,17.034386382832476,60,35,15,3,200,1
2024,17.216707939626428,75,35,15,4,200,1
2024,17.281246460764002,75,15,12,3,200,1
2019,16.759949537130716,60,30,10,2,300,1
2019,17.111347423968603,65,10,12,3,200,0
2019,17.24949776244942,60,12,5,3,300,1
2019,17.312018119430753,85,7,18,4,200,0
2019,16.300417207752275,45,31,19,2,200,1
2024,17.111347423968603,65,26,7,3,200,0
2024,16.588099280204055,25,8,6,1,200,0
2019,16.454567887579532,25,3,6,1,200,0
2024,16.860032995687696,25,6,4,1,400,0
2019,16.90655301132259,25,1,3,1,400,0
2019,16.99356438831222,25,0,4,1,400,0
2024,15.761420707019587,20,49,2,1,400,0
2024,16.951004773893423,45,11,8,1,400,0
2024,17.14771506813948,60,11,8,2,400,0
2024,17.281246460764002,65,26,8,3,300,0
2024,16.811242831518264,60,38,9,3,300,0
2024,17.599700191882537,65,27,1,2,300,1
2019,17.182806387950748,50,10,5,2,300,0
2019,17.37085861945369,65,8,5,3,300,1
2019,16.38045991542581,60,32,15,3,200,0
2024,16.860032995687696,20,8,6,1,300,0
2019,16.70588231586044,20,9,10,1,300,0
2024,16.90655301132259,55,41,13,3,200,0
2024,16.70588231586044,70,50,15,3,200,0
2024,16.64872390202049,60,50,15,2,200,0
2024,16.077273656438063,25,37,12,1,200,0
2024,17.665658159674333,65,11,14,3,200,0
2024,16.06680235657077,30,49,14,1,400,1
2024,16.951004773893423,20,2,5,1,400,0
2024,17.64415195445337,75,16,14,3,200,1
2024,16.454567887579532,45,40,16,3,400,0
2024,17.216707939626428,70,25,15,3,400,0
2024,16.811242831518264,55,36,4,3,200,0
2024,16.64872390202049,20,8,12,1,400,0
2019,17.399029496420383,65,6,14,3,200,0
2019,17.576710673657836,75,6,14,3,200,0
2019,15.201804919084164,40,44,14,2,400,0
2019,17.281246460764002,75,27,3,3,200,0
2019,16.64872390202049,65,27,13,3,400,0
2019,15.717618084361195,15,31,9,1,200,1
2019,17.399029496420383,65,6,14,3,200,1
2019,16.300417207752275,40,44,14,2,400,1
2019,14.914122846632385,40,44,14,2,400,0
2019,17.341871082580436,70,16,13,3,400,1
2019,17.341871082580436,65,9,16,3,200,0
2024,17.399029496420383,55,24,8,3,400,1
2024,17.312018119430753,60,12,11,2,400,0
2024,17.341871082580436,55,29,15,3,200,1
2024,16.213405830762646,45,44,18,2,400,0
2024,16.90655301132259,60,29,15,3,200,0
2024,16.11809565095832,40,44,18,1,400,0
2019,17.034386382832476,70,44,14,3,200,1
2019,17.312018119430753,105,44,14,4,200,1
2019,17.216707939626428,90,20,14,4,200,0
2024,17.312018119430753,60,22,12,3,300,0
2024,16.860032995687696,20,8,9,1,300,1
2024,16.454567887579532,50,41,9,2,200,0
2024,17.45309671769066,55,33,13,2,300,1
2024,15.501909511534503,15,36,19,1,400,0
2024,17.111347423968603,70,21,19,3,200,0
2024,16.860032995687696,55,36,16,2,200,0
2019,17.073607095985757,75,16,19,3,200,0
2019,16.213405830762646,25,28,13,1,300,0
2019,15.464169183551656,15,31,19,1,400,1
2019,17.111347423968603,65,24,19,3,200,1
2019,17.281246460764002,65,10,19,2,200,0
2024,15.464169183551656,15,38,8,1,200,0
2024,17.665658159674333,75,17,11,3,200,1
2024,15.65606019136176,15,36,3,1,400,0
2019,16.99356438831222,65,38,8,3,200,1
2024,16.64872390202049,40,48,15,1,200,0
2024,16.811242831518264,45,40,11,2,200,0
2024,16.951004773893423,50,32,8,1,200,0
2024,15.623799329143539,15,37,8,1,300,0
2024,16.811242831518264,40,48,15,2,200,1
2024,17.576710673657836,65,23,11,3,200,1
2024,16.99356438831222,45,41,3,2,500,0
2024,17.111347423968603,75,48,15,4,200,1
2024,17.216707939626428,50,31,10,2,200,1
2024,17.622173047734595,65,22,11,3,200,1
2024,16.90655301132259,50,31,10,3,200,0
2024,16.860032995687696,40,33,10,2,400,1
2024,16.860032995687696,75,48,15,4,200,0
2024,17.45309671769066,70,18,12,3,400,1
2024,17.034386382832476,70,48,15,3,200,0
2024,15.538277155705378,15,37,6,1,200,0
2019,17.37085861945369,55,7,3,2,500,0
2019,17.111347423968603,70,43,15,3,200,1
2019,16.951004773893423,60,34,11,3,200,1
2019,17.50439001207821,65,18,2,3,500,0
2019,17.14771506813948,65,13,8,3,500,0
2019,17.312018119430753,65,18,2,2,500,0
2019,16.90655301132259,55,37,6,3,500,0
2019,17.399029496420383,80,17,11,3,200,0
2019,17.182806387950748,70,13,12,3,400,1
2019,16.588099280204055,25,7,8,1,500,0
2019,17.182806387950748,70,13,8,3,500,0
2024,16.811242831518264,25,12,6,1,500,0
2019,16.99356438831222,65,18,11,3,200,0
2024,17.47907220409392,60,7,10,3,200,0
2024,16.951004773893423,20,4,5,1,200,0
2024,16.90655301132259,20,4,5,1,200,0
2024,16.811242831518264,55,38,7,2,150,0
2024,17.312018119430753,75,22,3,3,200,0
2024,17.50439001207821,85,22,3,4,300,0
2024,17.7073308560749,65,11,3,3,300,1
2019,17.37085861945369,80,6,4,4,300,0
2019,16.523560759066484,55,36,3,3,200,0
2024,17.822843743196746,75,28,3,3,600,1
2024,16.034714042019267,20,30,11,1,200,0
2024,15.919644712234481,25,47,7,1,300,1
2024,16.90655301132259,20,8,3,1,400,0
2024,17.034386382832476,40,35,8,2,400,1
2024,15.919644712234481,15,37,5,1,400,0
2024,17.14771506813948,20,1,7,1,200,0
2024,17.14771506813948,20,1,7,1,200,0
2024,17.14771506813948,20,1,7,1,200,0
2024,17.14771506813948,20,1,7,1,200,0
2024,17.14771506813948,20,1,7,1,200,0
2024,17.80449460452855,75,19,8,3,200,0
2024,16.860032995687696,20,17,5,1,400,0
2024,17.47907220409392,70,28,3,3,600,0
2024,17.875953568510692,75,15,6,3,500,0
2024,17.974393641323946,100,28,2,4,600,1
2019,17.281246460764002,55,19,4,3,500,1
2019,15.86963429165982,15,32,5,1,400,1
2019,16.64872390202049,20,12,5,1,400,0
2019,16.012735135300492,35,28,4,2,400,0
2019,17.312018119430753,70,23,2,3,600,0
2019,16.11809565095832,35,28,4,2,400,0
2019,17.37085861945369,55,13,6,1,400,0
2019,17.665658159674333,65,9,3,3,400,0
2019,17.7473361906886,85,14,5,4,200,0
2019,16.951004773893423,50,34,8,2,400,1
2019,16.523560759066484,55,15,15,2,400,0
2019,17.111347423968603,60,19,10,3,300,0
2019,17.341871082580436,60,25,15,3,200,1
2019,16.860032995687696,20,3,6,1,400,0
2019,16.90655301132259,50,30,3,2,500,0
2024,17.073607095985757,20,1,11,1,400,0
2024,17.073607095985757,20,1,11,1,400,0
2024,17.622173047734595,65,6,11,3,200,0
2024,17.399029496420383,65,6,14,3,200,0
2024,17.111347423968603,20,1,11,1,400,0
2024,17.111347423968603,20,1,11,1,400,0
2024,17.111347423968603,20,1,11,1,400,0
2024,17.111347423968603,20,1,11,1,400,0
2019,15.967272761223736,30,23,2,1,400,0
2019,17.341871082580436,70,20,9,3,200,0
2019,17.399029496420383,60,5,5,3,400,1
2024,17.47907220409392,65,23,8,3,200,1
2019,17.14771506813948,70,18,8,3,200,0
2024,16.951004773893423,70,20,12,3,200,0
2024,17.341871082580436,70,20,12,3,200,0
2024,16.588099280204055,25,32,5,1,300,1
2019,16.860032995687696,50,23,9,3,200,1
2019,16.0978929436408,20,27,5,1,300,0
2019,16.523560759066484,60,35,9,3,200,0
2019,16.523560759066484,55,35,9,3,200,0
2019,16.70588231586044,55,19,9,2,200,0
2019,15.068273526459642,15,29,7,1,200,0
2024,17.034386382832476,20,0,3,1,200,0
2024,17.034386382832476,50,37,5,2,200,1
2024,17.034386382832476,50,41,10,2,200,1
2024,17.216707939626428,55,31,9,2,400,1
2024,17.47907220409392,65,22,5,3,200,0
2024,16.300417207752275,50,37,13,2,200,0
2024,17.50439001207821,60,26,11,3,200,1
2024,16.811242831518264,55,43,12,3,200,1
2024,17.216707939626428,45,36,4,2,200,1
2024,16.523560759066484,50,42,12,2,400,0
2024,17.341871082580436,55,22,5,2,200,0
2024,17.599700191882537,55,12,11,2,400,0
2024,16.454567887579532,45,45,12,2,200,0
2019,16.860032995687696,45,31,4,2,200,1
2019,17.45309671769066,75,17,5,3,200,1
2019,17.4264284706085,60,16,13,3,400,1
2019,17.111347423968603,55,26,9,3,400,0
2019,16.951004773893423,65,16,8,3,200,0
2019,16.759949537130716,45,34,8,2,200,1
2019,17.312018119430753,65,18,11,3,200,1
2019,17.4264284706085,65,15,6,3,200,0
2019,16.11809565095832,45,40,12,3,200,0
2024,17.216707939626428,20,5,4,1,400,0
2024,16.11809565095832,15,34,6,1,300,0
2024,17.37085861945369,50,19,4,2,400,0
2024,15.931766072766827,20,37,8,1,200,0
2024,16.00156183470237,15,36,3,1,400,1
2024,17.665658159674333,70,23,10,1,500,0
2024,17.50439001207821,55,31,9,2,300,1
2024,17.7073308560749,65,18,6,2,500,0
2024,17.312018119430753,20,1,4,1,400,0
2019,16.11809565095832,15,29,6,1,300,1
2019,15.955576721460545,20,31,3,1,400,0
2019,16.056220247240233,15,29,6,1,300,0
2019,15.955576721460545,15,29,6,1,300,0
2019,17.64415195445337,60,5,2,3,600,0
2019,17.72753356339242,80,16,4,3,400,0
2019,15.538277155705378,15,29,6,1,300,0
2019,17.599700191882537,70,13,4,3,400,0
2024,17.50439001207821,60,29,9,2,200,1
2019,17.47907220409392,70,4,9,3,400,0
2019,16.99356438831222,60,24,9,3,200,0
2024,16.860032995687696,45,38,6,2,200,1
2024,15.65606019136176,15,36,8,1,200,0
2024,17.553180176247643,60,18,6,3,200,0
2019,16.38045991542581,55,30,3,3,200,0
2019,15.520258650202699,15,31,8,1,200,1
2019,17.216707939626428,60,23,1,3,400,0
2019,16.08763644347361,15,31,12,1,200,0
2024,17.073607095985757,20,1,6,1,200,0
2024,17.111347423968603,20,1,6,1,200,0
2024,15.830413578506539,15,34,10,1,200,1
2024,17.50439001207821,60,28,4,3,200,1
2024,15.761420707019587,15,34,10,1,200,1
2024,16.454567887579532,40,47,4,1,200,0
2019,17.216707939626428,60,23,4,3,200,1
2019,16.951004773893423,60,23,4,3,200,0
2024,17.37085861945369,55,12,11,2,400,1
2019,17.312018119430753,55,3,13,1,200,0
2019,17.111347423968603,55,24,10,1,200,1
2024,17.111347423968603,50,42,8,2,400,1
2024,17.553180176247643,65,13,8,3,200,0
2019,16.90655301132259,55,11,8,2,400,0
2019,17.216707939626428,65,13,10,3,400,0
2019,17.341871082580436,65,8,8,3,200,0
2019,16.70588231586044,30,11,8,1,400,0
2024,16.213405830762646,40,44,11,2,200,0
2024,17.529082624668582,60,29,11,3,200,1
2024,17.182806387950748,20,1,8,1,200,0
