TradeYear,Y,Size,Tenure,Distance,RoomNumber,Youseki,Reform
2019,17.98989782785991,60,23,7,2,300,1
2019,16.11809565095832,15,38,8,1,300,1
2019,18.146243898250606,70,13,6,1,300,0
2019,18.420680743952367,75,4,3,3,300,0
2019,17.7667542765457,65,17,7,3,300,0
2024,18.75715298057358,70,6,6,2,400,0
2024,17.182806387950748,20,10,3,1,300,0
2024,18.890684373198102,95,26,10,3,300,1
2024,16.99356438831222,20,39,6,1,400,0
2024,18.890684373198102,100,19,6,2,150,0
2024,17.111347423968603,20,8,3,1,400,0
2024,18.159315979817958,60,46,5,2,400,1
2024,18.049617062561534,60,46,5,2,400,1
2024,18.82614585206053,80,19,6,2,150,0
2019,17.182806387950748,20,3,3,1,400,0
2019,17.073607095985757,20,5,3,1,300,0
2019,17.14771506813948,20,3,3,1,400,0
2019,17.034386382832476,20,5,3,1,300,0
2019,17.034386382832476,20,5,3,1,300,0
2019,17.034386382832476,35,35,4,1,400,0
2019,17.14771506813948,20,3,3,1,400,0
2019,17.14771506813948,20,3,3,1,400,0
2019,18.172219384653864,75,23,7,2,200,0
2019,17.216707939626428,20,8,7,1,400,0
2019,17.073607095985757,20,20,2,1,300,1
2019,16.588099280204055,20,35,4,1,400,0
2019,18.132998671500584,40,5,11,3,200,0
2019,18.078190435005588,60,5,11,3,200,0
2019,16.99356438831222,20,6,12,1,200,1
2024,17.034386382832476,20,21,5,1,300,0
2024,17.341871082580436,45,51,4,2,400,1
2024,16.951004773893423,25,26,2,1,500,1
2024,17.942644943009366,55,12,5,3,400,0
2024,17.14771506813948,20,21,5,1,300,0
2024,18.064005800013632,60,27,2,1,400,1
2019,17.893048001869992,75,22,1,3,400,0
2019,18.132998671500584,90,28,3,3,300,1
2019,17.7073308560749,60,40,4,2,500,1
2019,17.24949776244942,50,46,4,2,400,1
2019,16.99356438831222,50,49,3,2,500,0
2019,16.759949537130716,20,16,5,1,300,0
2019,16.90655301132259,40,40,4,2,500,0
2019,16.64872390202049,20,9,5,1,400,0
2019,18.132998671500584,70,3,5,2,500,1
2024,17.312018119430753,20,5,2,1,400,1
2024,17.50439001207821,30,15,5,1,200,1
2024,17.926384422137584,40,5,2,2,400,0
2019,16.90655301132259,35,35,4,1,400,1
2024,17.034386382832476,30,53,5,1,300,1
2024,16.588099280204055,30,40,6,1,300,0
2019,17.50439001207821,40,6,6,1,300,0
2019,17.822843743196746,55,19,6,3,300,1
2019,18.209959712636714,85,17,6,3,300,0
2019,17.553180176247643,55,19,6,3,300,0
2019,17.893048001869992,55,6,6,2,300,0
2019,16.759949537130716,25,35,6,1,300,1
2024,18.09217667698033,40,3,2,1,400,0
2024,18.60300230074632,50,16,3,2,300,1
2024,16.300417207752275,15,36,4,1,300,0
2019,17.529082624668582,35,8,3,1,300,0
2019,16.38045991542581,15,23,4,1,300,1
2019,17.98989782785991,60,11,3,2,400,0
2019,17.686711568872166,40,11,3,1,400,0
2019,17.7073308560749,45,8,3,2,300,1
2019,16.64872390202049,15,21,3,1,400,0
2019,16.90655301132259,20,13,5,1,300,1
2019,17.686711568872166,50,13,2,2,400,0
2019,16.454567887579532,20,31,3,1,300,1
2019,16.90655301132259,35,48,3,1,300,0
2024,17.875953568510692,50,20,7,1,300,0
2019,17.553180176247643,50,25,10,1,300,1
2019,17.942644943009366,60,13,11,2,200,0
2019,18.03501826314038,75,16,7,2,300,0
2024,17.64415195445337,35,11,8,1,300,0
2024,17.785802471516394,30,1,7,1,400,0
2024,17.216707939626428,20,11,8,1,300,0
2024,16.99356438831222,20,10,5,1,500,0
2024,17.822843743196746,50,27,5,2,600,0
2019,17.64415195445337,55,22,5,1,600,0
2019,16.951004773893423,20,14,3,1,400,0
2019,16.454567887579532,15,23,6,1,200,0
2019,17.37085861945369,25,1,5,1,300,0
2019,17.7667542765457,35,1,5,1,300,0
2019,17.622173047734595,40,9,2,1,400,0
2019,16.811242831518264,20,5,4,1,400,0
2019,16.99356438831222,20,5,4,1,400,0
2024,17.47907220409392,40,37,4,2,150,1
2024,17.073607095985757,45,37,4,2,150,0
2019,17.50439001207821,40,7,5,1,200,0
2019,17.45309671769066,30,0,4,1,200,0
2019,16.64872390202049,20,32,4,1,150,1
2019,17.14771506813948,50,32,4,3,150,0
2019,17.942644943009366,55,0,4,1,200,0
2019,17.858561825798823,65,23,5,3,200,1
2024,18.132998671500584,65,25,4,3,300,0
2024,17.858561825798823,40,15,4,1,200,1
2019,17.576710673657836,35,3,1,1,400,0
2024,17.034386382832476,20,13,2,1,400,0
2024,16.811242831518264,20,24,5,1,400,0
2019,16.811242831518264,20,19,5,1,400,0
2019,18.09217667698033,70,19,5,2,400,0
2019,16.64872390202049,20,11,6,1,200,0
2019,17.034386382832476,20,8,2,1,400,0
2019,17.034386382832476,20,8,2,1,400,0
2019,17.785802471516394,55,16,1,2,400,0
2024,17.37085861945369,40,16,10,1,200,0
2024,18.390221536467656,75,21,1,3,400,1
2024,18.03501826314038,60,25,8,3,200,0
2024,17.576710673657836,45,29,3,2,200,0
2019,17.7073308560749,60,16,1,2,400,0
2019,17.529082624668582,75,34,9,3,200,0
2019,16.70588231586044,20,10,10,1,300,0
2019,16.860032995687696,20,10,10,1,300,0
2019,17.4264284706085,60,34,9,2,200,0
2024,17.64415195445337,50,29,9,3,200,0
2024,16.90655301132259,20,26,6,1,600,0
2024,17.37085861945369,45,50,6,1,600,1
2019,16.90655301132259,25,20,6,1,700,0
2019,16.64872390202049,35,40,5,1,700,0
2019,17.034386382832476,40,19,7,1,300,0
2019,17.312018119430753,20,1,4,1,800,0
2019,17.341871082580436,20,1,3,1,800,0
2019,17.341871082580436,20,1,3,1,800,0
2019,17.216707939626428,20,1,3,1,800,0
2019,17.341871082580436,20,1,3,1,800,0
2019,17.341871082580436,20,1,4,1,800,0
2019,17.24949776244942,40,19,7,1,300,0
2019,16.99356438831222,45,45,6,1,600,0
2024,16.860032995687696,25,25,10,1,700,0
2024,17.24949776244942,40,47,3,2,700,0
2024,18.258161814454592,55,19,2,2,800,0
2024,17.073607095985757,15,19,6,1,700,0
2024,17.14771506813948,35,47,3,2,700,0
2024,17.182806387950748,20,10,13,1,300,1
2024,16.99356438831222,20,20,8,1,800,0
2024,17.111347423968603,20,9,4,1,700,0
2024,16.99356438831222,20,39,4,1,700,1
2024,16.90655301132259,30,47,4,1,700,1
2024,16.38045991542581,25,35,6,1,700,0
2019,17.111347423968603,40,36,3,2,700,0
2019,17.553180176247643,40,6,6,1,700,0
2019,16.99356438831222,20,18,7,1,600,0
2019,16.300417207752275,15,37,4,1,700,0
2019,17.073607095985757,20,14,3,1,700,0
2019,15.89495209964411,15,42,4,1,700,0
2019,17.111347423968603,15,14,5,1,700,1
2019,17.529082624668582,70,37,7,4,700,0
2019,16.08763644347361,15,40,11,1,600,0
2019,16.860032995687696,40,36,3,2,700,0
2019,17.034386382832476,20,15,9,1,700,0
2019,17.281246460764002,25,15,5,1,800,0
2019,17.45309671769066,35,14,3,1,700,0
2019,16.90655301132259,20,15,9,1,700,0
2019,17.14771506813948,55,36,3,2,700,0
2024,17.216707939626428,20,18,7,1,600,0
2024,17.111347423968603,20,18,7,1,600,0
2024,16.588099280204055,35,50,7,2,600,0
2024,16.90655301132259,15,26,6,1,600,0
2024,18.51599092375669,70,20,5,3,600,1
2024,16.213405830762646,15,45,6,1,600,0
2024,17.182806387950748,20,11,6,1,600,0
2024,17.182806387950748,20,18,7,1,600,0
2024,17.216707939626428,20,11,6,1,600,0
2019,17.034386382832476,20,13,7,1,600,0
2019,16.99356438831222,20,13,7,1,600,0
2019,16.951004773893423,20,13,7,1,600,0
2019,17.111347423968603,20,6,6,1,600,0
2019,16.860032995687696,20,13,7,1,600,0
2019,17.073607095985757,20,6,6,1,600,0
2019,16.951004773893423,20,6,6,1,600,0
2019,16.99356438831222,20,13,7,1,600,0
2019,17.182806387950748,20,13,7,1,600,0
2019,16.860032995687696,20,16,6,1,600,0
2019,16.951004773893423,20,16,8,1,600,0
2019,17.281246460764002,40,45,6,1,600,1
2019,16.759949537130716,20,16,8,1,600,0
2024,16.300417207752275,30,39,6,1,300,0
2024,18.420680743952367,65,24,2,3,600,1
2024,18.890684373198102,60,1,6,2,400,0
2024,17.034386382832476,20,13,6,1,500,0
2024,18.132998671500584,40,7,3,1,300,0
2024,17.622173047734595,40,27,5,1,300,0
2024,18.197537192638155,55,24,6,3,300,0
2024,18.51599092375669,55,7,3,2,300,0
2024,16.38045991542581,15,39,6,1,300,0
2024,18.064005800013632,60,27,4,2,300,0
2024,17.599700191882537,35,19,5,1,600,0
2024,16.454567887579532,15,39,6,1,300,0
2024,16.38045991542581,15,39,6,1,300,0
2024,16.454567887579532,15,33,6,1,300,1
2024,18.119575651168443,55,18,4,1,300,0
2024,17.399029496420383,20,6,5,1,300,0
2024,18.400478036634848,65,33,4,2,300,1
2019,16.951004773893423,20,15,4,1,300,0
2019,17.622173047734595,40,14,5,1,300,0
2019,18.269857854217783,65,1,4,2,300,0
2019,16.11809565095832,15,30,4,1,300,0
2019,18.209959712636714,55,2,3,2,300,0
2019,18.119575651168443,55,2,4,2,300,0
2019,16.860032995687696,30,36,6,1,300,1
2019,17.399029496420383,40,40,5,2,300,1
2019,17.858561825798823,50,5,9,2,300,0
2019,16.951004773893423,20,13,4,1,300,0
2019,18.064005800013632,55,6,4,2,300,0
2019,17.858561825798823,55,28,4,2,300,1
2019,18.03501826314038,55,4,4,2,600,0
2024,18.326370064481125,60,20,7,2,400,0
2019,17.893048001869992,60,24,8,2,400,1
2024,17.216707939626428,20,8,8,1,200,0
2024,17.312018119430753,20,7,10,1,300,1
2024,16.759949537130716,15,26,9,1,200,0
2024,17.958645284355807,55,25,4,2,300,0
2024,16.70588231586044,15,26,9,1,200,0
2024,17.216707939626428,15,1,11,1,300,0
2024,17.216707939626428,15,1,11,1,300,0
2024,18.209959712636714,70,20,11,3,200,0
2019,17.80449460452855,55,19,6,2,200,1
2019,17.622173047734595,55,19,8,2,300,0
2019,16.70588231586044,15,21,9,1,200,0
2019,16.70588231586044,20,11,5,1,200,0
2019,16.99356438831222,20,10,7,1,200,0
2024,18.390221536467656,65,14,5,3,200,0
2024,17.111347423968603,25,39,9,1,400,1
2024,17.182806387950748,30,16,8,1,200,0
2019,16.99356438831222,20,8,9,1,400,0
2024,16.860032995687696,20,20,8,1,500,0
2024,17.942644943009366,50,20,8,2,400,1
2024,17.7073308560749,50,20,8,2,400,0
2019,17.7473361906886,65,15,8,2,400,0
2019,17.576710673657836,55,15,8,2,400,0
2019,17.111347423968603,30,16,11,1,400,0
2024,17.875953568510692,35,4,2,1,400,0
2024,16.99356438831222,20,13,5,1,400,0
2024,18.60300230074632,75,20,7,3,100,1
2024,17.47907220409392,45,39,5,2,400,0
2024,16.90655301132259,15,24,4,1,400,1
2024,16.811242831518264,15,24,4,1,400,1
2024,16.860032995687696,15,22,5,1,400,0
2024,17.14771506813948,20,8,4,1,200,0
2024,16.860032995687696,20,22,5,1,400,1
2019,16.06680235657077,15,33,3,1,400,0
2019,17.45309671769066,35,5,4,1,400,0
2019,16.300417207752275,25,50,3,1,400,1
2019,17.529082624668582,55,24,4,3,400,0
2019,16.759949537130716,20,17,5,1,400,0
2019,15.955576721460545,15,33,3,1,400,0
2024,17.073607095985757,20,15,5,1,300,0
2024,16.64872390202049,20,38,5,1,600,0
2024,18.246327356807587,65,26,8,3,200,1
2024,17.216707939626428,25,23,6,1,300,1
2024,18.29284737244248,65,26,6,2,300,1
2024,17.216707939626428,25,23,6,1,300,0
2024,18.197537192638155,70,12,5,3,600,0
2019,17.24949776244942,20,6,6,1,500,0
2019,17.182806387950748,20,6,6,1,500,0
2019,17.111347423968603,20,6,6,1,500,0
2019,18.119575651168443,65,7,3,3,600,0
2019,17.216707939626428,20,6,6,1,500,0
2019,16.06680235657077,15,27,9,1,200,0
2019,16.811242831518264,20,14,6,1,600,0
2019,17.37085861945369,40,22,6,2,200,0
2024,17.622173047734595,55,49,5,2,300,1
2024,18.184958410431296,60,10,3,3,200,1
2024,17.686711568872166,35,10,6,1,200,0
2024,17.785802471516394,50,6,6,2,200,0
2024,17.034386382832476,20,10,6,1,200,0
2024,18.064005800013632,55,6,7,2,300,0
2019,17.216707939626428,20,5,6,1,200,0
2019,17.80449460452855,65,5,3,3,200,0
2024,17.599700191882537,45,41,5,2,300,1
2024,18.159315979817958,60,16,3,2,300,0
2019,17.599700191882537,45,11,3,1,300,0
2019,17.840862248699423,60,11,3,2,300,1
2019,17.80449460452855,65,11,3,2,300,0
2019,17.840862248699423,65,11,3,2,300,0
2024,17.529082624668582,35,16,1,1,500,0
2024,17.216707939626428,55,45,4,3,500,0
2019,16.90655301132259,20,15,6,1,200,0
2019,17.553180176247643,50,11,1,2,500,0
2019,17.622173047734595,50,11,1,2,500,0
2024,18.75715298057358,80,23,6,2,300,0
2019,18.209959712636714,70,18,6,2,300,0
2024,16.811242831518264,20,44,5,1,500,0
2024,18.890684373198102,65,14,6,2,300,1
2024,17.50439001207821,25,11,4,1,800,0
2024,18.60300230074632,55,8,5,2,800,0
2024,18.60300230074632,65,22,6,2,500,0
2024,18.75715298057358,60,16,5,2,300,1
2024,18.51599092375669,55,8,5,1,800,0
2024,16.90655301132259,15,21,4,1,300,1
2024,18.60300230074632,65,14,6,2,300,0
2024,18.60300230074632,60,14,6,2,300,0
2024,18.60300230074632,70,14,6,2,300,0
2024,17.034386382832476,20,20,6,1,500,0
2024,17.80449460452855,40,9,7,1,500,0
2024,18.132998671500584,55,22,6,2,500,0
2024,17.399029496420383,20,5,8,1,400,0
2024,17.37085861945369,20,5,8,1,400,1
2024,17.926384422137584,55,27,6,2,300,0
2024,17.073607095985757,35,45,4,1,600,0
2019,16.300417207752275,20,39,5,1,500,1
2019,18.51599092375669,80,9,6,2,300,0
2019,17.942644943009366,65,19,6,2,500,0
2019,17.034386382832476,20,15,2,1,500,0
2019,17.182806387950748,20,13,2,1,800,1
2019,16.99356438831222,20,15,6,1,500,0
2019,18.159315979817958,60,11,5,2,300,0
2019,18.064005800013632,50,9,6,1,300,0
2019,16.860032995687696,25,15,4,1,700,0
2019,18.222229805228526,60,9,6,2,300,0
2019,17.7473361906886,85,40,4,3,600,0
2019,17.034386382832476,20,7,4,1,500,0
2019,17.24949776244942,40,43,10,1,300,1
2019,17.909855120186375,40,3,5,1,800,0
2019,18.369387449564815,75,9,6,2,300,0
2024,18.82614585206053,75,20,6,3,150,1
2024,16.99356438831222,20,24,4,1,500,0
2024,16.300417207752275,25,48,5,1,300,0
2024,16.213405830762646,25,48,5,1,300,0
2024,17.822843743196746,60,21,4,2,300,0
2019,17.399029496420383,50,40,3,2,300,1
2019,18.03501826314038,100,22,8,4,300,0
2019,17.822843743196746,70,17,4,3,300,0
2024,18.246327356807587,85,25,7,3,300,0
2019,16.759949537130716,20,18,8,1,300,0
2019,17.182806387950748,55,43,6,3,300,0
2019,17.665658159674333,65,43,6,3,300,1
2019,17.24949776244942,40,18,8,1,300,0
2024,18.246327356807587,65,5,3,2,300,0
2024,18.258161814454592,80,17,1,1,300,0
2024,18.258161814454592,75,24,7,3,300,1
2024,18.51599092375669,70,5,4,3,300,0
2024,17.958645284355807,70,17,7,3,300,0
2024,18.34811005111753,90,17,7,4,300,0
2024,18.234351165760874,60,5,3,2,300,0
2024,18.51599092375669,70,5,4,2,300,1
2024,18.258161814454592,75,17,7,3,300,1
2024,17.958645284355807,55,17,1,2,300,0
2019,17.840862248699423,60,0,3,2,300,0
2019,17.7473361906886,55,0,3,2,300,0
2019,17.47907220409392,40,12,1,1,300,1
2019,17.034386382832476,50,46,9,3,300,0
2019,17.958645284355807,65,6,6,3,300,0
2019,17.399029496420383,50,46,9,2,300,1
2024,18.078190435005588,60,19,8,1,300,1
2024,18.234351165760874,65,8,6,3,400,0
2024,17.942644943009366,55,19,8,1,300,1
2024,18.258161814454592,70,19,8,3,300,1
2024,16.99356438831222,20,15,10,1,300,0
2024,17.312018119430753,20,8,7,1,500,0
2024,18.420680743952367,90,19,8,2,300,0
2019,16.99356438831222,20,17,6,1,300,0
2019,17.14771506813948,20,17,6,1,300,0
2019,17.686711568872166,55,14,8,2,300,0
2019,17.665658159674333,65,14,8,2,300,0
2019,16.759949537130716,20,17,6,1,300,0
2019,17.665658159674333,70,14,7,3,300,0
2019,18.29284737244248,100,14,8,3,300,1
2019,17.45309671769066,55,14,8,1,300,0
2024,16.951004773893423,20,20,4,1,400,1
2019,17.341871082580436,40,15,5,1,400,1
2024,18.184958410431296,65,23,4,3,500,0
2024,18.269857854217783,50,2,1,2,300,0
2024,17.974393641323946,45,2,1,1,300,0
2019,16.64872390202049,20,17,7,1,400,0
2024,18.337299135013314,65,12,2,3,500,0
2019,16.523560759066484,15,19,2,1,500,1
2024,17.14771506813948,20,7,6,1,400,0
2024,16.300417207752275,25,51,4,1,500,0
2024,16.811242831518264,35,52,4,1,500,0
2024,16.759949537130716,15,32,5,1,500,1
2024,16.759949537130716,15,24,4,1,500,0
2024,16.860032995687696,15,24,4,1,500,0
2024,17.111347423968603,20,7,6,1,400,0
2024,17.341871082580436,25,7,6,1,500,0
2019,16.056220247240233,25,46,4,1,500,0
2019,17.7073308560749,55,15,4,2,500,0
2019,18.105969999112666,80,14,6,3,500,0
2019,17.034386382832476,20,4,5,1,400,0
2019,16.860032995687696,15,19,4,1,500,0
2019,14.914122846632385,45,36,1,1,400,0
2019,17.111347423968603,35,47,4,2,500,1
2019,17.599700191882537,50,16,7,1,300,1
2019,17.073607095985757,20,7,8,1,300,1
2019,17.840862248699423,65,17,6,3,300,0
2024,16.99356438831222,20,14,2,1,200,1
2024,17.281246460764002,20,5,7,1,200,0
2019,16.951004773893423,20,9,2,1,200,0
2024,17.312018119430753,20,6,11,1,400,0
2024,17.50439001207821,50,49,8,2,300,1
2024,16.99356438831222,20,11,10,1,300,0
2024,17.111347423968603,40,49,2,3,600,0
2024,17.14771506813948,35,49,8,1,300,1
2024,18.31532022829454,70,11,5,3,300,0
2024,17.073607095985757,50,53,3,2,500,0
2024,17.665658159674333,60,53,3,2,500,1
2019,16.811242831518264,15,12,7,1,300,0
2019,17.034386382832476,60,49,3,2,500,0
2019,16.64872390202049,50,49,3,2,500,0
2019,16.99356438831222,20,14,9,1,400,0
2019,17.341871082580436,50,49,3,3,500,1
2019,17.073607095985757,60,49,3,3,500,0
2019,17.312018119430753,20,1,8,1,500,0
2019,17.216707939626428,20,1,8,1,500,0
2019,16.523560759066484,15,12,7,1,300,0
2019,17.034386382832476,50,49,3,3,500,0
2019,17.50439001207821,60,15,12,2,300,0
2019,17.111347423968603,35,20,3,1,500,0
2019,17.72753356339242,40,1,8,1,500,0
2019,17.216707939626428,20,1,8,1,500,0
2019,17.45309671769066,50,44,8,2,300,1
2019,17.312018119430753,45,44,8,2,300,1
2024,16.99356438831222,50,45,5,2,500,0
2024,17.80449460452855,30,2,8,1,300,0
2024,17.24949776244942,30,22,4,1,500,1
2024,18.31532022829454,65,6,5,3,500,0
2024,16.951004773893423,20,9,8,1,300,0
2024,17.034386382832476,20,10,8,1,300,0
2024,16.759949537130716,20,27,6,1,500,0
2024,16.11809565095832,40,45,5,2,500,0
2024,18.337299135013314,65,6,5,3,500,0
2024,17.24949776244942,20,7,6,1,500,0
2024,16.213405830762646,20,29,3,1,400,1
2024,17.24949776244942,20,5,5,1,500,0
2024,16.951004773893423,35,47,5,1,500,1
2024,17.909855120186375,55,23,7,2,500,1
2024,17.7073308560749,40,13,3,1,400,0
2024,16.38045991542581,15,29,3,1,400,1
2024,16.951004773893423,20,32,3,1,600,1
2024,16.454567887579532,45,47,5,2,500,0
2024,16.951004773893423,30,51,2,1,400,1
2024,17.14771506813948,20,13,8,1,500,1
2024,17.14771506813948,20,7,6,1,500,0
2024,16.90655301132259,40,45,5,2,500,1
2019,16.860032995687696,30,42,5,1,500,1
2019,16.951004773893423,20,11,7,1,500,0
2019,17.622173047734595,55,15,4,2,400,0
2019,16.38045991542581,20,27,5,1,500,0
2019,17.111347423968603,20,5,9,1,300,0
2019,15.856730886823913,15,34,4,1,400,0
2019,16.951004773893423,20,8,5,1,300,0
2019,17.034386382832476,20,8,8,1,500,0
2019,17.182806387950748,40,8,4,1,400,0
2019,16.300417207752275,20,32,6,1,500,0
2019,16.951004773893423,30,23,3,1,400,0
2019,17.111347423968603,20,5,9,1,300,0
2019,17.034386382832476,30,23,3,2,400,0
2019,17.37085861945369,60,40,5,3,500,1
2019,16.90655301132259,20,11,7,1,500,0
2019,16.90655301132259,40,45,6,1,500,1
2024,17.37085861945369,25,1,10,1,400,0
2024,17.37085861945369,25,1,10,1,400,0
2024,17.622173047734595,60,44,1,3,500,1
2024,17.37085861945369,25,1,10,1,400,0
2024,17.399029496420383,25,1,10,1,400,0
2024,17.073607095985757,20,8,4,1,300,0
2024,17.073607095985757,20,23,3,1,500,0
2024,17.4264284706085,55,44,1,3,500,1
2024,17.341871082580436,25,1,8,1,300,1
2024,16.860032995687696,15,17,8,1,300,1
2024,16.99356438831222,20,10,1,1,200,0
2024,17.45309671769066,25,1,7,1,200,0
2024,18.02020317735524,65,25,4,3,500,1
2024,18.246327356807587,65,10,6,3,200,0
2024,17.37085861945369,25,1,10,1,400,0
2024,17.37085861945369,25,1,10,1,400,0
2024,17.216707939626428,30,16,6,1,500,0
2024,17.942644943009366,65,9,6,3,300,0
2024,17.822843743196746,50,18,5,2,300,1
2019,17.073607095985757,20,5,8,1,500,0
2019,16.99356438831222,20,11,6,1,500,0
2019,16.99356438831222,50,23,2,2,500,0
2019,17.24949776244942,45,18,10,2,300,0
2019,16.951004773893423,20,10,3,1,200,1
2019,16.523560759066484,15,23,2,1,500,0
2019,17.50439001207821,65,20,4,3,500,0
2019,16.90655301132259,20,5,1,1,200,0
2019,17.72753356339242,60,21,6,3,300,1
2019,17.073607095985757,50,23,2,1,500,0
2019,17.111347423968603,20,5,8,1,500,1
2019,16.454567887579532,15,23,2,1,500,0
2019,17.312018119430753,40,16,3,1,500,0
2024,18.132998671500584,55,29,5,2,300,0
2019,17.893048001869992,55,19,4,2,200,1
2019,17.37085861945369,35,7,6,1,300,0
2019,17.216707939626428,60,19,5,3,300,0
2019,17.7667542765457,55,11,3,2,300,1
2019,17.7473361906886,55,8,5,2,500,0
2019,17.37085861945369,70,38,3,3,200,0
2024,18.683045008419857,90,15,4,2,200,0
2024,17.7667542765457,40,13,11,1,300,1
2024,17.822843743196746,45,29,8,2,200,0
2019,17.034386382832476,20,10,8,1,300,0
2019,18.246327356807587,75,10,4,3,200,0
2019,17.034386382832476,25,14,7,1,400,0
2019,17.98989782785991,90,36,6,4,300,0
2019,17.111347423968603,20,12,4,1,200,0
2019,17.216707939626428,65,36,6,3,300,0
2019,16.759949537130716,20,10,8,1,300,0
2019,16.951004773893423,20,10,8,1,300,0
2019,17.98989782785991,75,6,9,3,300,0
2019,17.80449460452855,65,23,6,3,200,1
2024,16.99356438831222,20,18,4,1,300,1
2024,18.269857854217783,70,12,7,3,300,0
2019,17.034386382832476,20,12,7,1,300,1
2019,17.4264284706085,75,36,13,3,300,0
2024,17.47907220409392,75,40,8,3,300,0
2024,17.785802471516394,70,39,9,3,400,1
2019,17.622173047734595,100,36,11,4,300,1
2019,17.50439001207821,75,36,18,3,300,1
2019,17.64415195445337,85,35,7,3,300,1
2019,16.860032995687696,60,36,18,3,300,0
2019,17.37085861945369,75,35,6,3,300,0
2019,17.529082624668582,70,34,9,2,400,1
2019,17.034386382832476,70,35,9,3,300,0
2019,17.47907220409392,75,36,13,3,300,1
2019,17.14771506813948,65,35,12,3,300,0
2019,17.216707939626428,65,35,12,2,300,0
2024,17.553180176247643,50,35,6,2,200,1
2024,16.523560759066484,15,27,9,1,200,0
2019,17.822843743196746,60,18,9,1,400,1
2024,16.811242831518264,15,23,4,1,300,0
2024,18.60300230074632,105,32,3,3,200,0
2019,16.64872390202049,15,22,11,1,200,0
2024,17.50439001207821,30,27,9,1,300,1
2024,17.399029496420383,45,53,11,2,400,0
2024,17.281246460764002,20,23,7,1,600,0
2024,17.399029496420383,30,21,11,1,300,1
2024,17.14771506813948,20,23,7,1,600,0
2024,17.50439001207821,40,46,4,1,500,1
2024,17.553180176247643,35,25,6,1,600,0
2024,17.182806387950748,20,19,7,1,600,0
2019,18.197537192638155,70,4,9,3,300,0
2019,17.182806387950748,20,14,7,1,600,0
2019,17.24949776244942,40,41,4,2,500,0
2024,19.96824325266838,105,19,7,3,150,0
2024,16.588099280204055,25,53,7,1,200,0
2024,17.7073308560749,50,46,5,3,500,0
2024,15.424948470398375,25,53,7,1,200,0
2024,17.553180176247643,40,45,10,1,500,0
2019,17.14771506813948,35,40,10,1,500,1
2019,18.420680743952367,75,22,6,2,300,1
2024,17.50439001207821,40,52,5,1,150,0
2024,17.529082624668582,45,17,7,1,150,0
2024,18.119575651168443,75,51,9,3,150,1
2024,17.4264284706085,40,51,9,1,150,0
2019,17.553180176247643,55,46,9,2,150,1
2019,17.034386382832476,40,46,9,2,150,0
2024,17.399029496420383,35,21,9,1,200,0
2024,18.197537192638155,55,20,5,1,300,0
2024,16.759949537130716,20,39,6,1,500,0
2024,18.75715298057358,75,15,2,3,500,0
2024,16.454567887579532,15,40,6,1,300,0
2024,17.37085861945369,45,42,6,2,500,1
2024,17.958645284355807,55,28,6,2,300,0
2024,17.909855120186375,35,7,2,1,500,1
2019,17.341871082580436,25,2,2,1,500,0
2019,16.951004773893423,20,16,6,1,500,0
2019,18.172219384653864,70,23,9,2,200,1
2019,17.974393641323946,60,23,9,2,200,1
2019,18.064005800013632,55,2,2,2,500,0
2019,16.99356438831222,20,16,6,1,500,0
2019,17.4264284706085,45,42,6,1,300,1
2019,18.358805340234277,70,7,5,3,200,0
2019,16.523560759066484,15,33,8,1,300,1
2019,18.105969999112666,55,7,5,2,200,0
2024,16.860032995687696,20,23,12,1,300,0
2024,17.45309671769066,25,6,13,1,200,0
2019,17.7073308560749,65,29,13,2,300,1
2024,17.64415195445337,35,21,15,1,300,1
2024,17.034386382832476,20,22,2,1,200,1
2024,18.75715298057358,65,11,3,3,200,0
2019,17.858561825798823,50,4,10,2,100,0
2019,16.759949537130716,20,14,11,1,300,0
2019,17.858561825798823,60,25,13,2,200,0
2024,18.064005800013632,55,20,8,2,300,0
2024,18.400478036634848,70,25,10,3,200,0
2019,18.951308995014536,90,10,2,2,500,1
2019,18.197537192638155,55,7,3,2,200,0
2019,18.246327356807587,65,16,8,1,150,1
2024,16.523560759066484,15,40,5,1,200,1
2024,18.304146927696415,50,18,8,2,200,0
2024,16.523560759066484,15,38,6,1,200,1
2019,16.012735135300492,15,33,6,1,200,0
2019,17.875953568510692,65,23,12,3,200,0
2019,16.860032995687696,15,23,7,1,300,0
2019,17.281246460764002,45,49,9,2,150,1
2024,17.64415195445337,45,53,4,1,300,1
2019,16.759949537130716,20,28,7,1,300,0
2024,18.29284737244248,60,9,6,2,150,1
2024,18.51599092375669,70,27,4,2,200,1
2019,16.38045991542581,20,27,7,1,200,0
2024,17.4264284706085,40,28,6,2,400,0
2024,17.216707939626428,35,40,16,1,400,0
2019,16.860032995687696,35,35,16,2,400,0
2024,17.216707939626428,25,24,6,1,500,0
2024,18.683045008419857,105,33,8,3,200,1
2024,18.390221536467656,65,20,7,1,300,1
2024,17.926384422137584,65,33,14,2,150,0
2019,17.858561825798823,60,16,11,2,150,0
2019,18.064005800013632,55,15,7,2,300,1
2019,17.7473361906886,35,9,5,1,300,0
2019,17.281246460764002,30,9,5,1,300,0
2019,17.45309671769066,30,9,5,1,300,0
2019,16.99356438831222,20,10,8,1,300,0
2019,17.111347423968603,20,19,6,1,500,0
2024,18.326370064481125,55,4,10,2,500,0
